671184150599237633***,***Hugo se hace mayor dia a dia 😱 #parenting https://t.co/ueSKtI2aUP
587693429385252866***,***YA ESTA AQUI EL NUEVO VIDEO DE #BFHARDLINE LOS COCODRILOS NOS ATACAN!!!!! http://t.co/Iy1s9GUsVy
587681631835652096***,***NIEVO CAKITULO DE #BATTLEFIELD EN UN RATITO. MIENTRAS OS DEJO CON LOS CAKITAS EN LAS VEGAS! http://t.co/kjma2EiyL2
587669085334274048***,***RT @oscarolivaBN: @elcakitasgames que vieno
587618128022077440***,***HOY ES EL CUMPLEANOS DE HERMANO ENANO! http://t.co/z1Zd4ybWo1
587448435743174656***,***@juancamil02 SI
587430096572698626***,***¿QUIEN SE VIENE A #LASVEGAS CON LOS CAKITAS? http://t.co/J0e3poyhwf
587388870313934848***,***@eusebio0186 SI! DE ESPANA PERO VIVO EN USA POR ESTUDIOS
587388804337500160***,***@merlos_132 GRACIAS!!!
587388772565647360***,***RT @merlos_132: @elcakitasgames eres lo mejor #mejorgamer
587354184225316867***,***LA FAMILIA CAKITAS EN #LASVEGAS!!! http://t.co/PWFc16g2xc
587048252689612801***,***@princedylanvic DON’T WORRY :)
586903913841975296***,***QUE BUENA LA VERSION DE #SLENDERTHEARRIVAL EN #PS4. SOBRE TODO SI SE JUEGA CON HERMANO ENANO :) http://t.co/DA3QOgWULy
586741426853175296***,***@SLENDERTHEARRIVAL HA LLEGADO A #PS4 Y MOLA MAS QUE NUNCA! http://t.co/wId4Pxa2Ll
586735412103680000***,***@jesus33863 :) Por error!
586651976986923008***,***MUY PRONTITO ESTARA EL VIDEO DEL VIAKE A #LASVEGAS! http://t.co/27RhBYHSK0
586634286301712385***,***RT @Martin_Twd: Hey guys I'm going to make an streaming tomorrow, if you want to be there and see el rubius and others youtubers. http://t.…
586634270673768448***,***RT @Martin_Twd: I'm going to do an streaming tomorrow at the convention if you want to be part of it download this app. @Rubiu5 http://t.co…
586586379104231424***,***EL CAKITAS BUSCA COCHE EN UN NUEVO VIDEO DE #THELASTOFUS :) http://t.co/C4EFx5cCcc
586364001602424832***,***directo de #slenderthearrival en http://t.co/yKG4FmeUNf
586359082816266240***,***EL CAKITAS SE ECHA NUEVA NOVIA EN #THEORDER1886 :) http://t.co/pfHe4a6IVC
586192331218489344***,***EL CAKITAS TIENE NUEVA NOVIA! http://t.co/y0FMZBTLXm
585945142672007168***,***@AraujoKamii CALI PERFECTO :)
585943848309788673***,***@AraujoKamii Como quieres que te salude?
585943787584688129***,***@AraujoKamii EN EL VIDEO DEL DOMINGO QUE VIENE TE SALUDO :) ESTATE AL TANTO. SALUDO TODOS LOS DOMINGOS!
585943773198168065***,***RT @AraujoKamii: @elcakitasgames Euu!! Me mandas saludos en tu proximo video?? Sos un capoo!!!
585942312502632448***,***EL CAKITAS VUELVE A ENFRENTARSE AL TERROR UNA VEZ MAS!!!! http://t.co/ifScYCyxEd
585902183977132033***,***@ultronprimez EN EL VIDEO DEL DOMINGO QUE VIENE TE SALUDO :) ESTATE AL TANTO. SALUDO TODOS LOS DOMINGOS!
585902156982525952***,***@manuguillen0309 EN EL VIDEO DEL DOMINGO QUE VIENE TE SALUDO :) ESTATE AL TANTO. SALUDO TODOS LOS DOMINGOS!
585902049478381568***,***RT @manuguillen0309: @elcakitasgames  oye amigoo cakitaas mandame saludos de lo agradeceria muchoEres grande cakitaas👍👌
585902025394630656***,***RT @jesus33863: @elcakitasgames quitate la mascara rosa esa que subes videos
585902002514698240***,***RT @408e97ef3354469: La mayoria youtubers o con un canal y quiero dar gracias a @elcakitasgames por ser el primero en subir el segundo epis…
585813477392003074***,***MATAR ZOMBIES BOCA ABAJO EN #THELASTOFUS ;) EL CAKITAS SE ABRE PASO ENTRE LOS MUERTOS VIVIENTES! http://t.co/AvLKH42kBs
585604156695654400***,***MANNA SUBO ALGO DE TERROR. MIENTRAS OS DEJO CON EL CAKITAS EN LONDRES! #THEORDER1886 :) http://t.co/wwN6UDvwZI
585444603878383617***,***EL CAKITAS LA MONTA GORDA EN #THEORDER1886 http://t.co/Ys9ya4hxhU
585330318330036224***,***Buenas noches a todos! Manana nuevo video con dedicatorias a suscriptores!
585297242870788099***,***RT @Marcelakaty: @elcakitasgames Holaaaa le podrias dar RT y FAV 👉 https://t.co/FMDQl0QgCq 👈 por favor ayudame a cumplir mi sueno
585199855934558208***,***NO OS PERDAIS A HIJA CANIJA JUGANDO CON EL CAKITAS A #LIFEISSTRANGE :) DIABLOS! http://t.co/TVn8ZUCRAn
585136595117944832***,***NUEVO VIDEO CON HIJA CANIJA DE #LIFEISSTRANGE :) http://t.co/Ct7AsY2cjD
585135692352630785***,***@Jozefin20 Si, nada mas abrir el canal :)
585109698031915008***,***@princedylanvic ElGato Game Capture HD
585092831900864513***,***@princedylanvic Empieza a subir videos para mejorar. Haz siempre lo que te gusta. No lo dejes :)
585091930779848704***,***A quienes os prometi saludo en el video del domingo lo tendreis en el de manana martes :) Es que no me dio tiempo. Estaba en Las Vegas!
584917934587293696***,***RT @Brendiu5: @elcakitasgames ¿Le podes dar RT? es mi sueno https://t.co/8Rxo02OQgi
584917920087609345***,***RT @NadiaNatucha: @elcakitasgames por favor retweet !! https://t.co/NFIfa9bzkphttps://t.co/TJ8foB5ybia las dos fotos!
584018666833993730***,***EL CAKITAS MATA AL PADRE GASCOIGNE! EN #BLOODBORNE! https://t.co/AHWXxvAkCj
583633377619771392***,***LA VIDA DE HARMANO ENANO Y EL CAKITAS EN CALIFORNIA :) NUEVO #VLOG! http://t.co/0mvQi0rMM5
583462796882501632***,***YA SOMOS 2.500 SUSCRIPTORES! GRACIAS A TODOS :) DE VERDAD! http://t.co/1yjTw1vHRK
583433469738496000***,***ES HORA DE VER AL CAKITAS EN UN NUEVO CAKITUO DE #BATTLEFIELDHARDLINE!!! :) http://t.co/hel4gJdZA1
583308267494998017***,***EN ESTE VIDEO DAWSON SE ENAMORA DEL CAKITAS SI O SI! LA SALVO LA VIDA! #BATTLEFIELDHARDLINE http://t.co/CXzEy479l5
583292833580359681***,***EN 2 HORITAS NUEVO VIDEO EN EL CANAL :) BUENAS TARDES-DIAS!
583261904694480897***,***RT @manuguillen0309: @elcakitasgames eres grandee amigoo 👌👍
583086209963925504***,***@manuguillen0309 GRACIAS MANU!!!!
583086187658670081***,***RT @manuguillen0309: @elcakitasgames  Es un youtuber muy bueno me saca sonrisas el va a ser un gran youtubeerThu puedes 👍
583057770666147840***,***EL BAILE RRARO DEL CAKITAS MATANDO A LA BESTIA DE CLERIGO EN #BLOODBORNE :) http://t.co/65LTUZS3jv
582901466492485632***,***EL BAILE RARO DEL CAKITAS.... http://t.co/ZIhs1Su4G7
582801741751672832***,***ME VOY A DORMIR DESPUES DE DEJAR SUBIENDO EL NUEVO VIDEO DE #BLOODBORNE. OS DEJO CON #BFHARDLINE :) http://t.co/qoC5GYs3fD
582698474602381312***,***HOY TENEMOS MAS #BFHARDLINE! http://t.co/QxPIE9iIOl
582611045346353152***,***NUEVO VIDEO DE #BattleFieldHardline :) Divertidisima la campana! http://t.co/eR0RVBaMNV
582329864616853504***,***ENTRO EN DIRECTO EN http://t.co/yKG4FmeUNf
582268725652557825***,***NUEVO CAKITULO DE #LIFEISSTRANGE CON MI AMADA CAKIS :) Y CON DEDICATORIA A SUSCRIPTORES! http://t.co/d4sKMR7H1v
581972525074100225***,***RT @YayeVlogs: @elcakitasgames concepcion  interesante de un nino reforzando, en cierta medida, definiciones tal como la de platon... o alg…
581963765505232899***,***DIRECTO CON HERMANO ENANO! http://t.co/yKG4FmeUNf
581821641677778944***,***LA CAMPANA DE #BATTLEFIEDHARDLINE ES GENIAL!!!! :) ES C OMO ESTAR DENTRO DE UNA SERIE POLICIACA :) http://t.co/kOzHCIqTg2
581589690094080000***,***DIRECTO DE #LIFEISSTRANGE CON LA CAKIS YA AQUI http://t.co/yKG4FmeUNf
581580942558568448***,***HERMANO ENANO CON SUS CAKIABUELOS :)CURSION DE #HERMANOENANO POR LA COSTA DEL SUR DE #CALIFORNIA EN #LAJOLLA http://t.co/BlPFIknDAA
581451070674739200***,***HERMANO ENANO CON SUS CAKIABUELOS :) http://t.co/n9j3R10Qzk
581235299348545536***,***ME VOY AL CINE CON HERMANO ENANO A VER #INSURGENT. OS DEJAMOS UN VIDEO DE #LIFEISSTRANGE :) http://t.co/Nhql3FXjnB
581150812866535425***,***ESTRENO DE LA SEGUNDA ENTREGA DE #LIFEISSTRANGE ME ENCANTA! http://t.co/vLjPD84A4c
580912793949327360***,***Hermano Enano dice que morir es volver a no haber nacido.
580884666204471297***,***DIRECTO DE #BLOODBORNE EN 5 MIN :) http://t.co/yKG4FmeUNf
580884401090916352***,***RT @NanaPandita: Me ha gustado mucho este video de @elcakitasgames desde @youtubeHIP HOP DEL GOLPE ROSA ┋GTAV HEISTS MUSICAL: https://t.co…
580843801582784512***,***@mainus1404 zalasar o salazar?
580811822497923072***,***OS APETECE QUE PRUEBE #BATTLEFIELDHARDLINE? :) HARIA LA CAMPANA, QUE DICEN QUE ES MOLONA!
580797111752626176***,***EL CAKITAS EN #SANFRANCISCO CON UN NUEVO CAKITULO DE #CALLOFDUTYADVANCEDWARFARE :) http://t.co/hM11gpq52a
580766412072980480***,***EMPIEZO EL DIRECTO DE #LIFEISSTRANGE http://t.co/1ictSpGtDe
580752882212970496***,***A quien le apetece un directo para estrenar el segundo cakitulo de #LifeisStrange :)
580733814953103360***,***QUE OPINAIS DE #BLOODBORNE :) http://t.co/TDkRBLPvwL
580597066746986498***,***ME VOY A LA CAMA PERO ESTOY DESEANDO DESPERTAR PARA JUGAR EL SEGUNDO CAKITULO DE #LIFEISSTRANGE :)
580566316324687872***,***#BLOODBORNE ES EL PRIMER IMPRESCINDIBLE DE #PS4 :) EL CAKITAS LO PRUEBA! http://t.co/pAdBIqPvRx
580538985178595328***,***EL CAKITAS ESTRENA #BLOODBORNE JUEGAZO! http://t.co/MVAD5UTAWv
580492923055276032***,***#HIPHOP DEL CAKITAS EN #GTAV ONLINE :) http://t.co/CoEBhEnTgk
580404564928630785***,***YA EN DIRECTO DE #BLOODBORNE EN http://t.co/yKG4FmeUNf
580404412654444545***,***@manuelangelamad YA ESTOY, SI
580404271625166848***,***@manuelangelamad http://t.co/yKG4FmeUNf
580401522837684224***,***EN CINCO MINUTOS DIRECTO DE #BLOODBORNE EN #TWITCH :)
580398088252178433***,***@sebabolso6 A TI!
580391218166784000***,***NUEVO VIDEO DE #GTAV CON @DanyMGamer #HIPHOP DEL GOLPE ROSA! http://t.co/2T0Wfi6osW
580205932837130240***,***@mainus1404 EN EL VIDEO DEL DOMINGO QUE VIENE TE SALUDO :) ESTATE AL TANTO. SALUDO TODOS LOS DOMINGOS!
580171434904985601***,***QUIEN SE VIENE A PASAR MIEDO CON EL CAKITAS EN #OUTLAST :) http://t.co/76G40DsHwE
580142757903245313***,***DIRECTO DE GTAV# EN UNOS MINUTOS EN TWITCH ;)
580079810816270336***,***AQUI TENEIS MAS CAKITULOS DE #OUTLAST COMO OS PROMETI! http://t.co/hsZm7QQdgf
580027251137363969***,***EL CAKITAS CONSIGUE SUPERAR LA PRUEBA DEL SOTANO MALDITO EN #OUTLAST http://t.co/E17hkxZRIQ
579847028353556480***,***@daveMCZN GRACIAS A TI!!!
579760950682636288***,***@Aaronciito22 Gracias a ti!!!
579760851952906240***,***@a3a8bcfd5ff0476 Gracias!!€
579760812249645057***,***RT @a3a8bcfd5ff0476: @elcakitasgames cakitas eres elejor
579686538960850946***,***NUEVO VIDEO CON DEDICATORIAS A SUSCRIPTORES!!!! :) http://t.co/k9izRpARwj
579672598428045312***,***CAKITAS LIVE! (ENG/SPA): http://t.co/YwB7Ujhy0o
579651712455208960***,***NUEVO VIDEO CON DEDICATORIAS A LOS SUSCRIPTORES!!! http://t.co/fCM4s4y6Dl http://t.co/NhLrcUve0o
579469589509083136***,***CAKITAS LIVE! (ENG/SPA): http://t.co/5qA5cLRImC
579468515838537728***,***CAKITAS LIVE! (ENG/SPA): http://t.co/3BUdv3XUh2
579468019518300160***,***DIRECTO DEL CAKITAS CON HERMANO ENANO!!!! EN http://t.co/EpmmgjvGFP
578987262714748928***,***HERMANO ENANO EN #HOLLYWOOD! NOS OS PERDAIS ESTE CAKIVOLOG :) http://t.co/eJWoXttUlv
578633019411599361***,***#FIVENIGHTSATFREDDYS3 CON HERMANO ENANO! http://t.co/GbAtDbKgaZ
578591593780772865***,***@Aaronciito22 EN EL VIDEO DEL DOMINGO QUE VIENE TE SALUDO :) ESTATE AL TANTO. SALUDO TODOS LOS DOMINGOS!
578369648300797953***,***PERDON POR LAS PALABRAS MALSONANTES EN EL NUEVO VIDEO DE #FIVENIGHTSATFREDDYS3 PERO LOS SUSTOS ME MATAN! http://t.co/NEAWU2aZ4o
578350809433264128***,***@ASSASIN324 JAJAJAJA! GENIAL!
578350093251649537***,***EN UNA HORA NUEVO VIDEO DE #FNAF3 CON HERMANO ENANO. UNA QUINTA NOCHE PLAGADA DE SUSTOS MORTALES...
578193243638218752***,***Algo raro para en #TheOrder1886 Parece ser que los rebeldes no son tan malos como parece... http://t.co/DGAt8qheBr
578011322945806337***,***el cakitas en directo con #fnaf3 en http://t.co/NffB0Yfz0e
578010872393506816***,***CAKITAS LIVE! (ENG/SPA): http://t.co/5yq9C31xUd
578000936745852928***,***Los Cakitas te hablan de la #sinceridad #SupMakerGen https://t.co/58UBfkZNVT
577989954342649857***,***NUEVO VIDEO EN EL CANAL! ACCIDENTE AEREO EN #THEORDER1886 :) http://t.co/AafhLo4IX6
577638082846932992***,***RT @YayeVlogs: Luego de una semana ocupada, me he reido viendo los vlogs de @elcakitasgames
577330719153881088***,***Gracias a Gonzi Juegos  por la parodia que ha hecho de la fmailia Cakitas!!! Jajajajaja! :) http://t.co/CCNVSziGpX
577315246219522049***,***@big_jaj LO HARE!
577314565475598336***,***@96d1abdfdf23416 YA TE SIGO :)
577314525457715200***,***@Jairoelblogamer GRCIAS!
577158928699633664***,***El video de hoy de #THEORDER1886 CON UN MONTON DE DEDICATORIAS A SUSCRIPTORES :) GRACIAS POR APOYAR EL CANAL! http://t.co/i2X2YOhc9S
577113376335204352***,***EL CAKITAS SE ACERCA AL FINAL DE #THEORDER1886 :) MISION POR LOS AIRES! NO TE PIERDAS A GALLAHAD DE FRANCOTIRADOR! http://t.co/f17E4rRp0B
576965753611558912***,***@THEGOODWAYGAMER JAJAJAJA!
576965740596588544***,***RT @THEGOODWAYGAMER: @elcakitasgames an vistos tus videos y decidieron ponerlas xdd
576964770940616704***,***@THEGOODWAYGAMER MOLA!
576375077484281856***,***los cakitas te ensenan como superar una #ruptura de pareja :) http://t.co/TA6KNrf5Dm
576265946719002624***,***LOS CAKITAS NIS CUENTAN COMO SUPERAR UNA #RUPTURA DE PAREJA :) http://t.co/TFQHkjBGo9
575874924168015874***,***BUENAS CAKINOCHES! ME VOY A LA CAMA :) OS DEJO CON UN VLOG SOBRE LA #SINCERIDAD ;) http://t.co/HrKN3T39gQ
575866746260713472***,***@AwHdez MUCHAS GRACIAS! DE VERDAD!
575666593390268417***,***NUECO VAKITULO MUSICAL DE #GTAV ONLINE! BIENVENIDOS AL #HIPHOP DE LA PARTIDA A MUERTE :) http://t.co/JTybmiwzfv
575513699194179584***,***10 MANERAS PARA LLEVARTE BIEN CON TU #PAREJA https://t.co/4Wrwhs14U2
575512387828215810***,***SUSCRIBIOS AL NUEVO TWITTER DEL CANAL DE VLOGS DE LOS CAKITAS! :) http://t.co/Q91ujQIY0S
575485253684346881***,***RT @Bruno_Mendoza18: @elcakitasgames elcak grosooooo http://t.co/BvN5Kvp9Hs
575477830420574209***,***NUEVO CAKITULO MUSICAL DE #GTAV ONLINE. EL #HIPHOP DE LA PARTIDA A MUERTE! http://t.co/oDRzp81ld1
575473285820907520***,***EN UN RATITO SUBO UN NUEVO #GTAV MUSICAL: EL HIP HOP DE LA PARTIDA A MUERTE!
575448636902875137***,***CAKITAS LIVE! (ENG/SPA): http://t.co/htWEjOWIQ7
575319508593733632***,***RT @KevinRobertoHe1: @elcakitasgames  eres el mejor me hiciste reir :D
575319493779435521***,***@KevinRobertoHe1 GRACIAS KEVIN!
575317384447287296***,***DIFERENCIAS ENTRE #ESPANA Y #USA. NUEVO VLOG DE LOS CAKITAS! http://t.co/SVafgGRplQ
575113350314655744***,***DIFERENCIAS ENTRE #ESPANA Y #USA. NUEVO VLOG DE LOS CAKITAS! http://t.co/qlcPNVGUVQ
575065391296200704***,***@The_Foder DEBAJO DE LA CAMA. CAGADO DE MIEDO
574810270528356352***,***buenas noches a todos! Me retiro a cenar con la family y a dormir un rato :)
574807295810486272***,***HCE UNA SEMANA LLEGAMOS A 2.000 SUSCRIPTORES :) OS DEJO EL ESPECIAL QUE GRABE PARA LA CAKIOCASION! http://t.co/SDtWG8xPYL
574733050317156352***,***@FigMariapaz GRACIAS!!
574732818082852864***,***nuevo cakitulo de #minecraft con dedicatoriasa suscriptores! :) http://t.co/MWXWBp2B2s
574627319773429763***,***CAKITAS LIVE! (ENG/SPA): http://t.co/3qJqDUyP4U
574576915668951040***,***MUY PRONTO EL CAKITAS SUPERARA LA QUINTA NOCHE EN #FIVENIGHTSATFREDDYS3 OS DEJO CON LA CUARTA! http://t.co/7x14xDLFcQ
574406015631822849***,***RT @1pipeboxdelflow: @elcakitasgames  eres el mejor
574406001555718145***,***@1pipeboxdelflow GRACIAS!
574358081397768192***,***MONTAJE DE SUSTOS EN LA CUARTA NOCHE DE #FIVENIGHTSATFREDDYS3 SUPERANDO LA CUARTA NOCHE! http://t.co/lAGnrIJV7X
574252038340542464***,***RT @santiag83312949: @elcakitasgames  eres increible
574252025367543808***,***@santiag83312949 GRACIAS!!!
574247746921697280***,***YA ESTAN AQUI LOS 1000 SUSTOS DEL A CURTA NOCHE DE #FIVENIGHTSATFREDDYS3 :) http://t.co/8E6gqYC1iY
574222448276717569***,***EN UN PAR DE HORAS NUEVO VIDEO CON COMPILACION DE SUSTOS EN LA CUARTA NOCHE DE #FIVENIGHTSATFREDDYS SUPERADA!
573930815756898304***,***EMPIEZO DIRECTO DE #FIVENIGHTSATFREDDYS3 EN #TWITCH
573917982713229312***,***CAKITAS LIVE! (ENG/SPA): http://t.co/IJavkMq2Qp
573724937896116224***,***@Luisperez18Mty 6 MESES :)
573722122415173632***,***LOS CAKITAS TENEMOS NUEVO CANAL DE VLOGS! A SUSCRIBIRSE SI OS GUSTA! :) http://t.co/m7hzmepT4s
573671694998634496***,***Y OS DEJO UN REGALITO. NUEVO VLOG DE LOS CALITAS :) http://t.co/6gTiaXAwc3
573669503697092608***,***LA CAKIS Y YO ESTRENAMOS CNAL EN YOUTUBE DE VLOGS! ECHADLE UN VISTAZO Y SUSCRIBIOS SI OS GUSTA!!! CAKIGRACIAS :) http://t.co/tGBVaxMcVT
573663852900040706***,***EL CAKITAS Y H ERMANO ENANO SUPERAN OTRA NOCHE MAS EN #FIVENIGHTSATFREDDYS3 http://t.co/ODtR78mDSA
573593550497189888***,***TERCERA NOCHE EN #FIVENIGHTSATFREDDYS3 #FNAF3 CON HERMANO ENANO! SUSTOS A TUTIPLEN! http://t.co/5LXfaGyEKI
573514285051219968***,***EL CAKITAS SE ENAMORA EN #THEORDER1886 AMOR, HOMBRES LOBO Y MUERTE EN UN CAKITULO EPICO http://t.co/v4N40LEsx5
573312976456966146***,***MANANA SUBO LA TERCERA NOCHE EN #FNAF3 MIENTRAS OS DEJO CON LA SEGUNDA :) http://t.co/0UFzP3EMOD
573298796119130112***,***DIRECTO DE #FIVENIGHTSATFREDDYS3 EN 10  MINUTOS EN TWITCH! CON HERMANO ENANO :) http://t.co/dAQTHr5X6g
573247008405893120***,***HERMANO ENANO AYUDA AL CAKITAS A SUPERAR SU SEGUNDA NOCHE EN #FIVENIGHTSATFREDDYS3 http://t.co/iwQabQHHsy
573192809542516738***,***CONOCE EL DIA A DIA DEL CAKITAS Y LA CAKIS EN CALIFORNIA :) http://t.co/K4Xq1AhEeJ
573128268032786434***,***@manuelangelamad GRACIAS A TI  MANU!
573123617464164352***,***EL CAKITAS Y LA CAKIS COMPARTEN DIEZ TRUCOS CHUNGOS DE #PAREJA :) http://t.co/jVgv9M6cBE
572984864028286977***,***@Benja08B EN EL VIDEO DEL DOMINGO QUE VIENE TE SALUDO :) ESTATE AL TANTO. SALUDO TODOS LOS DOMINGOS!
572962278976331776***,***CAKITAS LIVE! (ENG/SPA): http://t.co/YPuwp8qEtg
572961755200131072***,***EMPIEZO DIRECTO DE #FIVENIGHTSATFREDDYS3 CON HERMANO ENANO EN #TWITCH!
572878272750469123***,***@por_carrera SI TE SIGO :)
572877057874530304***,***HOY HE EMPEZADO A GRABAR UNA NUEVA SERIE DE VLOGS CON LA CAKIS! MANANA PODREIS VER EL 1º. OS DEJO EL ESPECIAL 2.000 http://t.co/AitTfQ1GJC
572782667172864000***,***ELCAKITAS ESTRENA #FIVENIGHTSATFREDDYS3 VOLVEMOS AL FIVE NIGHTS AT FREDDY'S 3! http://t.co/NnModnuIGJ
572768376310915072***,***MUCHAS GRACIAS POR LOS 2.000 SUSCRIPTORES :) SOIS LOS MEJORES! http://t.co/kSn5KEOmX1
572657936381526017***,***CAKITAS LIVE! (ENG/SPA): http://t.co/1Umn5xpn8e
572610537802088449***,***GRACIAS POR VUESTROS COMENTARIOS SOBRE EL ESPECIAL 2.000 SUSCRIPTORES! :) SOIS LOS MEJORES! http://t.co/U94Nwraq8m
572609881213022208***,***@ElTetrix ya lo he subido
572578083091304448***,***@FelixElNoob Y YO! TE TENIA SIEMPRE EN LA CABEZA MIENTRAS GRABABA EL ESPECIAL
572576739018313728***,***YA :) EL ESPECIAL 2.000 SUSCRIPTORES. GRACIAS POR VUESTRO CARINO Y COMPANIA. OS CAKIQUIERO! http://t.co/AIlR1ODeOa
572575354239393792***,***@FelixElNoob NO, ES UN VIDEO MUY SENCILLO. MI CARA Y MI VOZ REALES HABLANDO DE LO QUE ES PARA MI YOUTUBE :)
572573863063756800***,***EN MEDIA HORA ESTA EN EL CANAL EL ESPECIAL 2.000 SUSCRIPTORES :) ESTOY NERVIOSO! ES EL PRIMER VIDEO QUE SUBO CON MI VOZ Y MI CARA REALES :)
572563361944240128***,***OS DEJO CON EL VIDEO DE HOY, QUE TAMBIEN HA SIDO ESPECIAL POR LOS 1.886 SUSCRIPTORES JUGANDO #THEORDER1886 :) http://t.co/5SItNBclAr
572562892425433089***,***YA HE GRABADO EL ESPECIAL 2.000 SUSCRIPTORES CON MI CARA Y MI VOZ REAL! AHORA LO EDITO PARA SUBIRLO CUANTO ANTES. GRACIAS A TOD@S!!!
572531455210876929***,***RT @3ec41ef88ced4ea: @elcakitasgames te doy una cakifelicitacion
572512382590689280***,***RT @YayeVlogs: A por esos 2000 suscriptores @elcakitasgames
572477056610484225***,***RT @CarreritaxJr: @elcakitasgames soy el 1.999!!!
572477041833975808***,***@CarreritaxJr gracias!
572471861780611072***,***SOMOS 1998 SUSCRIPTORES YA! QUIEN SE ANIMA A LLEGAR A LOS 2.000?
572422280258703360***,***YA ESTA AQUI! ESPECIAL 1886 SUSCRIPTORES JUGANDO #THEORDER1886 :) http://t.co/6aDgDajorm
572297828908834816***,***YA ESTA AQUI! ESPECIAL 1886 SUSCRIPTORES JUGANDO #THEORDER1886 :) http://t.co/twdCfhQ35i
572266591057920000***,***CAKITAS LIVE! (ENG/SPA): http://t.co/iFNkH0Asfy
572235081500262401***,***DE MOMENTO OS DEJO CON EL VIDEO DE HOY: "DOLOR EN EL CULO" UNA NUEVA AVENTURA EN #MINECRAFT :) http://t.co/wgTBr40sjO
572234821386289152***,***MANANA SUBO EL ESPECIAL 1.886 SUSCRIPTORES CON UN VIDEO DE #THEORDER1886 :) Y CUANDO LLEGUEMOS A LOS 2.000 HARE ESPECIAL 2.000 SUSCRIPTORES!
572203865623400449***,***@DiegoIraira EN EL VIDEO DEL DOMINGO QUE VIENE TE SALUDO :) ESTATE ATENTO. SALUDO TODOS LOS DOMINGOS!
572201864416120832***,***SABES COMO SE DICE "QUEDARSE EN BLANCO" EN INGLES? ARPENDELO CON ESTE VIDEO DE #MINECRAFT http://t.co/FbOwyKK2ty
572136111377678337***,***VIVAE EL #MINECRAFT CON AMIGOS! http://t.co/NzArsvtdZm
572104426116128768***,***@BATMAN_cholo SI. EN EL DE HOY :) AL NOMBRE QUE ME DIJISTE ;)
572088741298245633***,***@carlosarturo625 @FelixElNoob CLARO!
572081074349735936***,***NUEVO CAKITULO DE APRENDE INGLES CON #MINECRAFT TITULADO "DOLOR EN EL CULO" http://t.co/lfc7dQzW9w con @felixelnoob y lapatines
572061308360663040***,***@Bimo99B9 ME ENCANTAN LOS GAMES
572057186811187200***,***BUENOS DIAS CAKOTAS! EN UN RATITO SUBO #MINECRAFT AL CANAL CON SUSCRIPTORES! XON @FELIXELNNOB, LA PATINES HERMANO ENANO Y LA FANTASMI!
571825095280365571***,***HAY JUEGOS DONDE LA EXPECTATIVA DEL TERROR ES MAS IMPORTANTE QUE EL TERROR EN SI... #ALIENISOLATION http://t.co/xSQzGVX23H
571753642644148226***,***BESO DE TERROR ENTRE LA CAKIS Y CAKITAS EN #ALIENISOLATION ;) http://t.co/xcG39MYSgm
571740902584029185***,***CAKITAS EN DIRECTO!!!!: http://t.co/7fkUAYM3gn
571685673524191233***,***SOMOS 1886 SUSCRIPTORES EN EL CANAL! Y ESTOY JUGANDO A #THEORDER1886 ME ENCANTAN ESTAS CASUALIDADES! http://t.co/HVtPbmWugB
571588212986150912***,***EL BESO DE LA CAKIS Y EL CAKITAS EN #ALIENISOLATION ;( http://t.co/Y6UbmjKlo2
571549211914842112***,***#ELCAKITAS OS DA LA BIENVENIDA A SU CUENTA DE TWITTER CON UN #HIPHOP PARA FANS DE LOS #VIDEOJUEGOS Y DE #GTAV ;)https://t.co/v9zEwC2hxt
571548279252623360***,***#ELCAKITAS OS DA LA BIENVENIDA A SU CANAL DE TWITTER CON UN #KARAOKE PARA FANS DE LOS #VIDEOJUEGOS Y DE #YOUTUBE!https://t.co/nMfCPodACi
571544250040623105***,***ME VOY A DORMIR! MANANA HABRA VIDEO DE CAKITERROR. OS DEJO CON EL RIFLE TERMITA DE #THEORDER1886 :) CUIDAOS! http://t.co/mw53GVYPeG
571543782358839297***,***@agus_pezzoni GRACIAS AGUS!
571543743054016513***,***RT @agus_pezzoni: @elcakitasgames SOS un genio un cakisaludo
571542059770888192***,***@iBlackLife Gracias!!!
571542016217239552***,***RT @iBlackLife: @elcakitasgames acabo de conocer a elcakitas y lo encuentro muy buena persona y buen youtuber grande cakitasssss ;)
571538084107579393***,***@PandiCraft CASI 20000
571537040543621120***,***@PandiCraft CASI 2000
571534608174477313***,***@ALEELCAPOO21 ME PASO A VERLO :)
571464730553917440***,***CAKITAS EN DIRECTO!!!!: http://t.co/UEXLz9bsrV
571463223259635712***,***EN 10 MINUTOS DIRECTO DE #ALIENISOLATION CON LA CAKIS!
571462699084718081***,***@3ec41ef88ced4ea PORQUE ME LO PASO BIEN
571460516268408832***,***AHORA QUE NOS ACERCAMOS A LOS 2.000 SUSCRIPTORES ME ACUERDO MUCHO DEL ESPECIAL 200 :) http://t.co/OVMHuJ6TcU
571458930284441601***,***Estoy disfrutando como un enano #TheOrder1886 Acabo de grabar nuevo cakitulo increible en el psiquiatrico de Londres!
571410670798966784***,***NO OS PERDAIS EL FINAL EPICO DE LA PRIMERA ENTREGA DE #LIFEISSTRANGE CON HIJACANIJA! http://t.co/rFwGqjNPgS
571396857022132224***,***CAKITAS EN DIRECTO!!!!: http://t.co/UXILr4ki2b
571388697423286272***,***En directo con #Minecraft en mineca.de Unios!
