671183772189106177***,***She and her face😀And I always smiling and cacheton😀😁 lol #Day #Relax… https://t.co/kl1AWXvP66
466010817180499970***,***RT @nandoberrios: @_RichardMachado @Ottomusica @OttoyNando Muchas gracias para nosotros es un placer, Bendiciones Hermano
465996093877387264***,***RT @Ottomusica: @_RichardMachado gracias hno de verdad me alegra
465506868182261762***,***#Primo estes donde estes siempre te recordaremos dios te tenga en los cielos bro lo queremos el combo  @JadielMusic http://t.co/TUdVPkGZ5S
465328914680643584***,***RT @bellozaidy: Veo en las noticias la confirmacion de la muerte del cantante puerto riqueno#jadiel El tsunami#waoo! http://t.co/B9tF9h9iLj
465204092579500032***,***RT @RoxiRodriguez_H: @_RichardMachado Un Abazo Deede HONDURAS!😹 😽 😻
465183474937524225***,***RT @DebbieBertrand: @_RichardMachado Ahhh tan lindo, ¡Gracias! 😄😆
465183089719644160***,***Mujer asi como ella vale la pena tener en la vida @DebbieBertrand http://t.co/8YmS04OUZg
465167228577386496***,***Yo amo a mi madre gracias por todo tu amor que me das eres la mejor mami del mundo me siento orgulloso de ti! Te Amo #IsabelMachado
465130550337208320***,***RT @SuyumiQuiroz: “@_RichardMachado: Una de las mejores instructoras de zumba @SuyumiQuiroz dios te bendiga ojala me sigas y respondas un b…
463747091169165313***,***RT @juanfranciscods: @_RichardMachado claro q si vale!! Q bueno me alegro. Saludos!! Un fuerte abrazo.
463163480166522881***,***RT @MelinaFerreyra: Sigan a mi amigo @_RichardMachado Un productor y compositor musical de excelencia! ♥
463152268313784320***,***RT @MelinaFerreyra: You go back to her and I go back to black. http://t.co/zSK84cIlCF
463152121487970304***,***RT @MelinaFerreyra: @_RichardMachado Oh! Gracias, me hiciste sonrojar jaja. Abrazo y buen comienzo de semana!
463145254988681216***,***@CDOlimpia #Campeones♥quien dijo miedo #Papa Titulo #28 siempre los Mejores de #Honduras #Pum #Pum #Pum #Party #Tegus http://t.co/j7UO2qGbmB
463112935162658816***,***RT @machadooficial: Esta es mi verdadera @NuestraBelleza mucho carino mi gente @mamissolas @TVyNovelasUSA http://t.co/ORF5ikMuYs
463065903051972608***,***@MelinaFerreyra le mando un saludo a la actirz Melina Ferreyra ♥.♥ un besito para ti dios me la bendiga :*
462786988962103296***,***Esto lo dice todo finjo ser feliz por si lo sabian http://t.co/IBFezBJVvO
462781241293422592***,***@TrochezCarmen y yo? Que he estado a tu lado te he amado como mi amiga te he demostrado que te quiero :| ni modo mejor me pierdo ☹ #RipRM
462609942482939904***,***RT @FansFragu: Un saludo para @Fragu1 ya que su musica se escucha aqui en #Colombia gracias a @_RichardMachado que la promocionado sigan ad…
462606984752029696***,***RT @fernandarodir: Un saludo para estos dos chavos talentosos en la musica @Fragu1 @_RichardMachado son grandes productores y compositores …
462296904869883904***,***RT @FarrukoPR: Para contrataciones de Farruko: comunicate al +1 305 510 6662 o farruko.officialbooking@gmail.com
462082690523467776***,***RT @malillanymarin: La musica Esta d luto,En paz descanse #JuanFormell creador de Van Van Grammy Latino a la Excelencia,Gran musico q a muc…
462078599177064448***,***RT @SiindyMachado: Yo te admiro @_richardmachado yo amo tu musica eres buen productor y compositor musical ♥ eres un talentoso ojala seas u…
461933047957307393***,***Nunca abandonan... ☹ http://t.co/Cc2vBWFnW9"
461868977942061059***,***Compra los Aromas Exclusivos que hace mi Prima @machadooficial yo ya los compre ahora faltas tu te lo recomiendo♥  http://t.co/DkxxGP775v
459076098132029441***,***RT @PAMELASILVA: @_RichardMachado @barbara_bermudo Saludos Richard!!!
459016105206771712***,***RT @GABYBONILLALT: @_RichardMachado /Hey Richard!!! Saludotes para vos.
458827661108731904***,***&lt;3 seria lo mejor en mi vida :* #LittleGirl #Daughter #Family http://t.co/1JfCQPDl6K
457400009550356481***,***Aqui con mis #Cachetonas bellas mis preciosas #GoodMoment las quiero mucho @03AleeM #IndiraSabillon #Sb #ViaCrusis http://t.co/01ka8K4XRE
456852354889826304***,***RT @NataliaCruzNews: @_RichardMachado Hola! Por favor escribemelo a mi correo ncruz@univision.net Gracias
456598632989335552***,***tengo una noticia que me gustaria que la presentaras hablemos en privado es algo que da mucha tristesa @NataliaCruzNews sigueme porfa
455084773438808064***,***Esta Imagen lo Dice Todo ☹ http://t.co/AvM0KI4S4K"
454980246899417088***,***RT @ElSujetoMusical: Matando la liga con mi pana @_richardmachado dicelo hermano saludos @genezmachado @_richardmachado!!!!!! #LosMenores #…
454977480953053184***,***RT @Elanguilapeter: Somos una fans club de Peter la Anguila te mandamos un saludo desde Medallo♥amo tu musica eres bueno para eso @_richard…
454975048210591744***,***RT @TiteritoRemix: Mis respeto para a un gran productor musical mi hermano @_RichardMachado saludes y bendiciones cuidate mucho y cuida a t…
454972526842494976***,***@03AleeM yo te abrazo para que se te quite el frio♥
454834033264828417***,***RT @DebbieBertrand: Sueno con poner un #shelter y crear a #home for #homeless #dogs  perritos que son maltratados, abandonados...Merecen lo…
454683711619887104***,***RT @theprinceofflow: @_RichardMachado Hola dale play y descarga #EntreAmigos mi tema junto a #NengoFlow http://t.co/ecS9GPRPaq RT
454443931116130304***,***RT @esthefaniemusic: @_RichardMachado 😘😘 Saludo 💗❤
454119048427491329***,***Mis amores @machadooficial &amp; @DeniseQuinones9 las quiero son tan especial para mi les mando un beso ♥.♥ dios me las bendiga :* muack #NBL
454110708092137472***,***RT @IsavelB: @_RichardMachado que lindo muchas gracias :-*. Mil bendiciones para ti en esta linda noche. Que descanses
454110645651521536***,***RT @jowell1: A mis hermanos Catrachos: Aqui esta esta su enlace para que Pre-Ordenen LO NUEVO! #SobredoXis https://t.co/KSYOlRVMNc http://t…
454110273352499201***,***RT @TailoMusic: @_RichardMachado Te Presento Mis Dos Nuevos Videos Aqui y compartelo con tus amistades!! http://t.co/Kjb8rjYwhttp://t.co/…
454089131136917504***,***RT @machadooficial: @_RichardMachado 🙏🌹🌹🌹💋😘😘💃🙏
454039934249082880***,***Mientras yo sigo defendiendo a Alicia de la gente que la insulta y ella no tiene el privilegio de mandarme un saludo @machadooficial :|
453349888491659264***,***@Bela12Kim ♥.♥ owww la quiero mucho eres muy bella amiga :*
453349743532326912***,***RT @Bela12Kim: @_RichardMachado Gracias *-* Tambiien lo eres! Lo quiero! &amp;__&amp;
453337544390750208***,***RT @DeniseQuinones9: @_RichardMachado saludos!! Un abrazo!!!
452845298461601795***,***RT @bignango: @_RichardMachado saludos mano feliz dia.
452168546483572736***,***Reencuentro @babyrastagringo con @FarrukoPr en el #choliseo de PR uno de los concierto mas esperados se hiso historia http://t.co/29XPKJ3sfV
451551489404567552***,***RT @CelesteKellogg: @_RichardMachado That sounds like fun! :)
451547729911504896***,***@CelesteKellogg listen su music ♥
451544102119542784***,***RT @Pilo_Tejeda: @_RichardMachado   pronto..este sabado estare en sta rosa de copan...el viernes en ceiba..prontto estare con los pateplumas
451407777512955905***,***RT @djmach_7HN: @_RichardMachado saludo bro :p (y)
451405337505976320***,***RT @CVillaloboss: Besossssss pa'todossss en este fin de semanaaaa 💋💋💋💋!!! Pasenla ricooooooo💃💃💃💃 http://t.co/MdVg8Pfvmk
451208117129207810***,***Relajandome un poco jajaja ya que el estres me mata salgo a varios lugares a conocer siempre activo ☺ http://t.co/70WbGdbvRZ
451178953076514816***,***@machadooficial @_RichardMachado Preparando una gran sorpresa para este proximo domingo x @NuestraBelleza @Univision  http://t.co/NmXMdaxc12
451119911356485634***,***RT @gabyespino: Heyyyyy los amo!!!!😋😋😋😋😋😋
451117764111900672***,***RT @FansRichardM: Levantarme y escuchar la musica romantica escrita x @_richardmachado @genezmachado eso enamora ♥.♥ ustedes tenian que ser…
451079459093745664***,***RT @Azulito03: #tweetdebienvenida @_RichardMachado @Viteri2021 gracias por seguirme se les admira MUA para todos :-* (via http://t.co/NSwxO…
451079455310479361***,***RT @MelodieM1: @_RichardMachado saludos ;)
451078764269539328***,***RT @Lincoust: @_RichardMachado  @perycompa para mi fue de mucha tristeza pero un honor Mr Pery 4ever....
451078696024043520***,***RT @djrobertorigina: @_RichardMachado @djmarioandretti gracias = Saludos
451078476435439617***,***RT @LiamMusica: @_RichardMachado muchas gracias Bro bendiciones
451078448501387264***,***RT @Rodriguez7_MJ: @Bela12Kim Jeje Mira Si Ya Lo Conoces Bien Por Voh &amp; Si Todavia No Lo Conocelo Aki Te Lo Dejo xD @_RichardMachado Para S…
451078358214791168***,***RT @Jeyko504Hn: @_RichardMachado saludos y. Q Dios te.bendiga bro full
451077766390116352***,***RT @Randallsanimals: Hey @_RichardMachado &amp; @GenezMachado hoping y'all have a fabulous Sunday! Yo tengo mucho amor para tu!!! =) xoxo
451077673133953024***,***RT @Randallsanimals: @_RichardMachado = Watcha got, honey?! Send me some wild footage! =) xoxo
451077486499999744***,***RT @AnonymousMuzik_: @_RichardMachado Te Invito A Que Escuches El Nuevo Tema De @T_Tessnor #SimboloSexual LINK http://t.co/d83oB6IvZM #Escu…
450474970099879937***,***RT @jumboeqps: @_RichardMachado gracias bro
450471037734371328***,***@jumboeqps saludos mi hermano mis respeto para ti te felicito por se buen productor ojala me respondas y me sigas bendiciones bro
450463856192524288***,***Anoche estuvimos compartiendo tarima junto a mi hermano @FarrukoPR y @DOZi_LDC cantando #EnvidiaRemix en vivo ! http://t.co/ekmEXvVHrD"
450418784604389376***,***RT @eliotelmagodoz: @_RichardMachado saludos
450271684944084992***,***RT @malillanymarin: “@_RichardMachado: Ella es la mas hermosa de todo el mundo @malillanymarin si vale la pena una mujer asi de corazon lin…
450121238912835584***,***RT @ccalderon33: "@_RichardMachado: Saludos mi pana me reporto de santa barbara @ccalderon33 @igor_padilla" @HCHFansClub @ninfacastellon @D…
450066875116818432***,***RT @CarmenBoquin: @_RichardMachado jajaja 😘
449941260166385664***,***RT @Fresh504: @_RichardMachado saludos bendiciones hermanito0
449928391332855808***,***RT @JCP504: @_RichardMachado saludos mi hermano Dios te bendiga
449911438186778624***,***Primo se me hace bien dificil verte aqui pasamos los mejores momentos juntos siempre te recordaremos bro @perycompa  http://t.co/HstxUNthIr
449778701580783616***,***RT @kariSancheez: @_RichardMachado un saludito XD
449770866109186048***,***RT @ElimarBoquin: @_RichardMachado Yo siempre contesto :) y gracias por lo de bellas :*
449770402185633792***,***RT @DebbieBertrand: @_RichardMachado Niceee,  gracias 😊 esperemos que pronto se pueda.
449769273712316416***,***Yo quiero conocer a mi bella @DebbieBertrand y tomarme una foto con ti :* seria lo mejor que haiga hecho en mi vida #Debbie #Pretty #Love :*
449767786034634752***,***RT @FarrukoPR: Saludos a mis catrachos en Honduras
449750561152184320***,***RT @CVillaloboss: Un abrazoooooo pa'ti😉😉😉“@_RichardMachado: Yo quiero un saludo de mi bella @CVillaloboss seria mi mejor regalito del dia ♥…
449379320977305600***,***Lo que paso en el #Aeropuerto de Tegucigalpa la llegada de @FarrukoPR por segunda vez dando concierto en #Honduras http://t.co/E9ej4VEaez
448221654145974272***,***nunca dejes que nadie te subestime por lo que tienes sigue adelante y cumpla tus metas que tendras mejor futuro http://t.co/In25ze35Ze
448220419967836161***,***Se hiso historia en Honduras siempre prendido los conciertos @FarrukoPR @frank_mia http://t.co/gqQ3ISFw57
448216389573029888***,***Estamos activo trabajando en el Disco Los Menores se viene duro esperenlo!!! @FarrukoPR http://t.co/E81j8ZyKfB
448211431125569536***,***#Descarga Tu Primer Amor de @JaliLopez1 | Prod. Richard M. &amp; Dj Eliel | http://t.co/YWYEVLnHex | @Pinarecords1 http://t.co/NHbcPKzSD6
448203622396862464***,***RT @harp_marie: "@_RichardMachado: Me gusta esta foto amor @harp_marie me la puedes regalar http://t.co/PG2wmpxE3z ♥.♥" te la regalo!! ♥
448202323991355392***,***Mis sue?os es conocerte en persona para abrazarte besarte pero lo mas una foto a tu lado y ponerla en todas mis redes ♥.♥ @harp_marie
448200200432009216***,***RT @harp_marie: "@_RichardMachado: Ha y tambien quiero mi foto jajaja @harp_marie mucho me sobre paso me gusta molestarte ♥ porque me agrad…
448199167291056128***,***RT @harp_marie: "@_RichardMachado: Yo quiero un te amo de @harp_marie jejeje ♥" pues Te Amo!! Jajaja muack
447767063386288128***,***RT @SitoRocks: Un abrazo te gracias por el carino #PartyOnMyLevel #Nastyrockers  @_RichardMachado: Me gustaria que tu me mandaras un saludo…
447469788718047232***,***RT @Yerbaklan: @_RichardMachado @PremiosJuventud // gracias @richardmachado tu nos puedes nominar #xatruchmusic
446845078829412353***,***Musica de unos de los Artistas que mas Admiro mi bro @FarrukoPR tu fans #1 hasta la muerte #bayamon #photo #fans http://t.co/uC1R1na6t3
446783833732444160***,***RT @FansRichardM: Apoyemos a mi idolo  @_richardmachado un gran productor. Colombia&amp;Venezuela te ama ♥.♥ :*
446771143899242498***,***Gracias a mi Dios que muy Pronto tendre una #Hermanita ♥.♥ no me aguanto esperar ya quiero tenerla en mis brazos Amo a mi #Hermana #Machado♥
443884342826127360***,***Estes donde estes siempre te recordare Primo sigo y seguire tu ejemplo gracias por todo te quiero bro @perycompa #RIP http://t.co/wpI0Ecz9hW
440953930466336768***,***#Honduras Ya quedan pocas entradas NO faltes te invitan @FarrukoPR @Frank_MIA @MalakElDuro @_richardmachado http://t.co/L2319wJIyO
431259834865184769***,***RT @ysimarferreira: Apoyar Tu Trabajo Bbe♥@_RichardMachado
431256392356601856***,***RT @FansRichardM: Apoyar a este gran amiigo♥, Productor Musical @_RichardMachado
431195690799095808***,***RT @NeidaSandoval: Holaaaa 😘👍 RT @_RichardMachado: @NeidaSandoval cuando sera el dia que me respondas y me sigas te he escrito a?os atras y…
430910384124358657***,***Lo Mejor de mi Vida Fue Conocer y Disfrutar del Concierto de mi bro @FarrukoPR te esperamos de Nuevo en #Honduras #Pr http://t.co/de0eWUu2up
430398682974789632***,***RT @G93_rodriguez: @_RichardMachado muchas gracias baby! Tambien lo extrano! Cuidese #Bendiciones muuuaaak'z
430396692643340288***,***@G93_rodriguez que bella mi nina :$ la extrano le mando un besito para usted muack :* ♥.♥
430396330033176576***,***RT @G93_rodriguez: @_RichardMachado #LeRegaloEstaPicture :$ #LoQuieroMucho! http://t.co/MXRI8B17HN
430396232024875009***,***La Compania que jamas duerme! Seguimos trabajando! @Fragu1 @_RichardMachado http://t.co/s8rnwwJvSb
430394953563258880***,***Saluditos para mi vida @G93_rodriguez que la quiero mucho y es muy especial para mi siempre la recuerdo regaleme una foto suya :$ hehe kiss
429750929479315456***,***RT @yohnlugo: Honduras y Venezuela Trabajando de la Mano @_RichardMachado Tremendo Productor
429750911716454400***,***Trabajare con unos de los Duros de Venezuela mi Hermano @yohnlugo tremendo cantante se los recomiendo esperen lo Nuevo mi Gente
429749752020729856***,***RT @yohnlugo: Mi gente les tengo Noticias estare trabajando con @_RichardMachado Productor de HONDURAS y con @WinderVenezuela en un HIP-HOP…
429709125870567424***,***RT @Randallsanimals: @_RichardMachado = Mira! http://t.co/C3UMUyS8zf =) xoxo
429311296236843008***,***Para los que somos #Gorditos y #Cachetitos♥ Dedicata a las Chicas que aman a los #Gorditos como yo hehe♥.♥ #Ready http://t.co/Mm1NCxjZu5
428962903581294592***,***RT @harp_marie: "@GenezMachado: Se la hic con todo carino ♥♥ y el aprecio q le tngo a usted bndicions @harp_marie @genezmachado http://t.co…
428950856847740928***,***RT @harp_marie: @_RichardMachado amen mi vida!!! Mil besos para ti!!!
428950534305742848***,***Os pues esperare su foto :$ amor he he @harp_marie besos mi bella ♥.♥ y acepteme en bbm :* adios dios me la bendiga
428947178778677248***,***RT @harp_marie: @_RichardMachado aaaawww gracias amor! Pendient con eso!!
428947122440790016***,***RT @Rodriguez7_MJ: @_RichardMachado @Bela12Kim Aww' Tan Lindo Que Sos :3 TeAdoroo Richard :*
428738401064329216***,***Apoyemos a la Prima bella @machadooficial @Maliciaclubfans siempre activo con la #madame y toda sus telenovelas y musica | #follow #responda
428562574817259520***,***RT @porlagoma: Mi sentido pesame a la familia Machado por el asesinato del arquitecto John Machado. En paz descanse. Habia sido secuestrado…
428295000376356865***,***RT @Pilo_Tejeda: @_RichardMachado ok amigo..aqui estoy weeepa!!!
428025896180543488***,***RT @duranthecoach: @_RichardMachado saludos 😎
427998385887408128***,***RT @NataliaCruzNews: @_RichardMachado gracias Richard. Un placer estar en comunicacion. Feliz noche
427332159272022016***,***Aqui con mi #Bro @Yerbaklan @Csarecyk unos de los #Duros del #Reggaeton siempre apoyandolo bendiciones mi #Hermano http://t.co/2ELl4Ykmuy
426763857227300864***,***RT @DebbieBertrand: #FF @_RichardMachado @baraboo2013 @TodoXEllas @Sociotoxico @PoeAlbanil
426441504207298560***,***RT @greydic: @_RichardMachado tan lindo ud amigo! Lo quiero millones es bien especial para mi! Cuidese Bendiciones
426023655143772160***,***RT @Yerbaklan: @_RichardMachado Saludos Richard gracias de corazon fuull apoyo!!!
425836367524798464***,***RT @CelesteKellogg: @_RichardMachado thank you Richard! You're so sweet! :)
425835177965654016***,***The Best Singer of Word @CelesteKellogg ♥
420989859256602626***,***RT @Ale_Belis_Zorzi: @_RichardMachado @VillarroelAndre @migbelislynette @Pattylucia @harp_marie @DeboraMenicucci Igual para ti mia mor♥♥ ya…
420641972727345152***,***RT @Mariellagriesti: @_RichardMachado Saludos!! Un abrazo
420066022159167488***,***RT @Bela12Kim: @Rodriguez7_MJ  Jejejeje! :$ Gracias Mor'S!! Mucho Gusto @_RichardMachado! :)
419533016801624064***,***RT @mariposacueva: @_RichardMachado gracias mi hermanito mi (goido) lo amo hermanito bello
419150510248034304***,***RT @Nan2elmaestro: @_RichardMachado gracias por el apoyo mano
418979820416946176***,***RT @MARCEGONZALEZO: @_RichardMachado @samanthamvh @DebbieBertrand @JamieBertrandR @GricelGuifarro @JennyFerDiez @CesiaMejiaC11 Amen,igual a…
418893409613410304***,***RT @ShirleyPazcello: @_RichardMachado @Jamiealsu @GenesisRachelV @anaregina143 @AngelaBendeck Gracias por el saludo!! Bendiciones en 2014!!!
418535907264704512***,***RT @greydic: @_RichardMachado hola :D yo tambien te extrano. Espero estes bien, bendiciones #TeQuieroMucho
418452692877340672***,***RT @Rodriguez7_MJ: @_RichardMachado Bb Feliz Ano Nuevo ;;) Que Papito Dios Te De Muchas Bendiciones En Este Ano Nuevo ♥ #TEADOROO #Hermanit…
418052988033196033***,***RT @lake_v: @vilmav_thelady @djmach_7HN @Adaliotronivel @djamlamaravilla @DjBambiHN @_RichardMachado @DebbieBertrand feliz ano nuevo Bendic…
418052945968517120***,***RT @vilmav_thelady: @_RichardMachado tan bello  muchas gracias muneco de corazon te deseo al igual que tu q Dios te bendiga besitos para ty…
417513132433477632***,***RT @DebbieBertrand: @_RichardMachado Ah pues si, tambien tienen que cuidarnos pues #Bravos #woof #woof haha
417513023993942016***,***RT @DebbieBertrand: @_RichardMachado #Osito que beshooooo.... y todo creido jaja.
417510752807706624***,***@DebbieBertrand Te Presento a mi #Chihuagua #Osito♥ http://t.co/DtzZ6tDJm5
417458761565884418***,***RT @patriciamadrid7: @_RichardMachado gracias! Saludos para usted ;)
417444563943309313***,***RT @donchezina: Saludos d Parte del Don Cheta a  @_RichardMachado @GenezMachado #ITD en, la Brrrrea
417186705670557696***,***RT @AKA_504: "@_RichardMachado: Saludos mi Hermanos @LosTitanes504 @EvoMusik @LilBabyTheBestr @Aka_504 #followme brother's" back to back me…
416801274617540608***,***RT @DebbieBertrand: @_RichardMachado Richaaaaard MERRY XMAS Y HAPPY NEW YEAAAAR 😅😆
416776663762866176***,***RT @Genez_47: @_RichardMachado Oowww q lindo esque amigos como ud poco :D y por eso ae q apreciarlos graxias por ser como es cachetitos :) …
416776539254960128***,***RT @greydic: @_RichardMachado muchas gracias :$ ;;). Te quiero mucho! :*
416684173059829760***,***RT @RAYROK: @_RichardMachado felicidades Que dios te gualde gracia por el apoyo. #RamPamPam
416100758103146497***,***Se nos fue un gran #Amigo Don Telmo que Dios lo tenga en la Santa Gloria Siempre lo Recordaremos Amigos y Familiares♥ http://t.co/OSL6ZKf8In
415258513112182784***,***RT @karlaespinal88: @_RichardMachado @KimberlyShiHam @lyz_varela @estefcasco @RudyRodriguezG @Paolita_Stone bendiciones igual amigo se te q…
415258494712160256***,***RT @lyz_varela: @_RichardMachado Graciaaaaaas igual, Saluditos :)
415023141253955584***,***RT @LipstickFables: @_RichardMachado saludos Richard! Xoxo
414832683252854784***,***RT @MalakElDuro: Amen RT "@_RichardMachado: Mi Hermano usted es uno de los mios ya sabe estamos pa lo que sea siempre #activo @MalakElDuro"
413375874444972032***,***RT @SammuFlow: @Yerbaklan @_RichardMachado @TailoMusic saludos hermanos sigan dandole para delante siempre!!!!
413362736106438657***,***RT @ELGATIMAN: @_RichardMachado @Djsalomon5 #Bayamon #PuertoRico gracias saluds bro bendiciones
413362579017179137***,***RT @Yerbaklan: @_RichardMachado @tailomusic @sammuflow saludos hermano!!!
413002291084406784***,***RT @TailoMusic: @_RichardMachado @SammuFlow @Yerbaklan @elchevomusica gracias hermano !! Saludos!!
413002258175885312***,***RT @SammuFlow: @_RichardMachado @TailoMusic @SammuFlow @Yerbaklan @elchevomusica Mil bendiciones hermanos y mil gracias por esas palabras!!…
413002208955744256***,***RT @elchevomusica: @_RichardMachado  saludos bro...
412124921569882112***,***RT @Rodriguez7_MJ: @_RichardMachado Gracias Richy Igual Lo Quiero Muchooo ♥ DLB
411748210684612608***,***RT @SOZIOREAL: @_RichardMachado @GenezMachado  saludos se les kiere un monton #VosJaves #eldlas #dlasinc
406586461979705344***,***RT @CelesteKellogg: @_RichardMachado @GenezMachado thank you and welcome to twitter :)
406563234624200704***,***RT @MONCHYYNATHALIA: @_RichardMachado Saludos a Genez Machado y Stefany Valladares. Bendiciones!!!
406513930530721792***,***RT @CelesteKellogg: @_RichardMachado Thank you Richard! :) Do you want to be in my birthday video?
406100704214806529***,***RT @COBRAMUSICSTAR: @_RichardMachado saludos mi pana Dios te bendiga full
401560859953995776***,***RT @SammuFlow: Sigan @_richardmachado Dj Compositor Hondureno todo un talento!!!! A darle #FOLLOW
399723206421921793***,***RT @imperiokatracho: @_RichardMachado @AlpachinoHN @Lincoust gracias hermano con mucho gusto un abrazo bendiciones #ImperioKatrachoLlego
399722932424822784***,***RT @Lincoust: @_RichardMachado @imperiokatracho @AlpachinoHN bendiciones para usted tamb pana
396419086294327297***,***RT @PapitoelMaxx1: @_RichardMachado saludos!!! Desde cali colombia!! Full apoyo en tus proyectos!!  #puertorico y #colombia en la casa
371263815259680768***,***RT @sherrydowning: @_RichardMachado Tan lindo!!!! Un besote a la distancia! Muahhh
367408064875335680***,***RT @CelesteKellogg: @_RichardMachado Hi Richard!!! I hope you had a very happy birthday :D I'm sorry I missed it :/
365307879202357248***,***RT @TailoMusic: @_RichardMachado Feliz Cumpleanos bro! Que cumplas muchos mas. Dios te bendiga ..
365244930718834689***,***RT @DebbieBertrand: @_RichardMachado oh cieeelos, ¡FELIZ CUMPLEAAAAANOS! Dios te bendiga muchisimo :D un abrazote, que disfrutes.... #saboo…
365213952021508098***,***RT @MJ_Rodriguez7: @_RichardMachado HappyB-Day *bday* Richy Que Papito Dios le Regale Muchos Anos mas De Vida &amp; Derrame Muchas Bendiciones …
358386953600765952***,***RT @ogblacksugar: Un saludo a mi pana @_RichardMachado que siempre apoya a el francotirador gracias bro!
283659140050608128***,***15 of December is one day special to my, because know my sister Karla,Susan,Maria i love you sister beatiful♥
1149836916***,***@ABIBAN @gemini31 @nicsknots Thanks, I'm obviously the last person to have heard of them, sounds like a good idea.
