670843527815954432***,***No tengo sueno wnn
662088864861970432***,***@DaniielBulls JAJSJSJSJSJS odio los jueves
662088268473901056***,***Mi caracter es como la mieggda aveces
662088101720928256***,***@eileen_atorres  dema con promedio 7 estamo dadas AJSJSJSJ
662087774581997568***,***@eileen_atorres  ya😍😏 esperemos nms JSKDKDS
662087654528389120***,***Me daria miedo tener el 6 pq soy muy manos de hacha
662087492817059840***,***@eileen_atorres  prox el 6 como sea nanete JJAJSJSJS
662087386566914048***,***Quiero puro dormir
662087265053708288***,***El ano pasado teniamos el mismo celu con la eileen este tmb 😏
662086624734486528***,***Odioso
662084642867167232***,***RT @Mariselam_30: Dicen que quien menos demuestra, es quien mas siente.
662077405553672193***,***Hare el ultimo repaso👆🏼🤐
662076700084277250***,***No duro mucho enojada
662076565052891136***,***RT @GranHoroscopo: #TAURO: puedes enfadarte mucho por algo pero lo que los demas no saben es que haces esfuerzos, de verdad, para olvidar l…
662076496765460480***,***RT @HoroscopoViral: #TAURO: Eres tan dificil de manipular que la gente te llega a odiar por eso. Aunque el mundo entero este en tu contra, …
662074819178012673***,***Ojala no me vaya mal mnn senoree
662074734675427328***,***RT @holavillablanca: cuando se me cae el telefono en la cara. https://t.co/0LglxUqG3V
662073309908115456***,***la fernsnda me pide sushi dps que me lo comi todo
662073100788461568***,***@zaafraxdd @fer15_rodriguez solo un poco
662072499371433984***,***@zaafraxdd es que  bailaste bacansito
662072219250618368***,***@zaafraxdd @fer15_rodriguez JAJSJSJSJ estupido sjsjdjsjsj
662048269716070401***,***@Camilabgp_  teni que puro subirla🙏🏻❤
662047800004321280***,***RT @eileen_atorres: Oh que tranquilidad y felicidad hueon😻💖
662047417664192512***,***@Camilabgp_  wn yo en fisica tenia 27 y subi a un 52 eso fue un milagro ctm
662046347252617221***,***@Camilabgp_  wnn a mi tmb, y lo subi caleta
662045908054487040***,***La yari felicito a mi mama 🙏🏻
662045586720428040***,***Subi mas que la chucha mi promedio wn lo mejor😍😍😍😍
662018275266715648***,***@fer15_rodriguez es mentira❤❣
662017789394345984***,***Odio los jueves ❌
662017508535324672***,***Que soy mala😈
662017278670675968***,***Mnn le llevare sushi a la fernanda, ah chuta no puede comer JAJAJSJSJSJS TE AMO
662017152443162624***,***@fer15_rodriguez jajsusjjs comere mucho entonces
662016477256634369***,***Estoy muerta de hambre🤔
662016200885563393***,***Tengo que ir esta semana si o si para mis horarios😍
662015540957958144***,***Igual quiero el piercing del ombligo
662015294265827328***,***RT @eileen_atorres: Yo nunca tendria una relacion por internet 😐
662014713149157376***,***Ojala me sirvan las 10 decimas JAJSJSJ
662014596287471617***,***Tengo que asumir que no se nada para la prueba de mate y me ire a la b
662014344599871488***,***Me encanto ese piercing aun que igual mg el otro JAJSJS
662014125141270528***,***Quiero saber mis notas wn mama te apuraii
661941416071950336***,***RT @holavillablanca: igual te voy a enamorar mierda, cayo pinochet y no vay a caer vo.
661867265105768448***,***❣❣❣❣
661866166160334848***,***Buuuu bateria qla
661864561230893056***,***RT @jjavipg: Odio venir a tomar el bus sola 😓
661864535452688385***,***RT @tauro_hn: Nunca veras el momento mas bajo de #TAURO, eso siempre pasa a puerta cerrada, donde nadie lo ve
661862884729880577***,***RT @conipd: Las mejores amigas las tengo yo definitivamente!! 😍💕
661743688041766912***,***Picotapicotapicota
661743585189109760***,***@_cbjvlc__ OYE BASTAAAA
661743288534310912***,***Tengo tuto
661743022959403008***,***😩😩😩😩
661742151995387904***,***mi mascara quedo super colorids JAJSJ
661741943207120896***,***Bai
661741383003283456***,***Una mieggggdaaa😛
661740653391560704***,***😾😾😾
661740239183085568***,***Es hora de su durma
661740056185602048***,***👎👎👎
661739767298703360***,***@_cbjvlc__ yyyyyyyyyy😛
661739388032954368***,***@_cbjvlc__ 💔💔💔
661739279278850048***,***QUE ES MALDITA LA CAROLINA
661739179752181760***,***@_cbjvlc__  maraca qla
661738589475241984***,***@_cbjvlc__  oye nanita te extrano wna JAJAJSJ❤❤❤❤❤❤❤
661738503718457344***,***@_cbjvlc__ SJJSSJJSJS yo soy mas q lanchucha
661738400077205505***,***@_cbjvlc__  te conozco?
661738233785643012***,***@_cbjvlc__  y tu ctm
661738160909623296***,***Es un amor de persona😍
661738052507815936***,***@eileen_atorres  animo wawa❤💋
661737671291707392***,***RT @DaniielBulls: como quisiera fumarme un leno contigo
661735709066313729***,***RT @holavillablanca: VAN A SEGUIR LLORANDO POR LOS FAV?
661734692924866560***,***@DaniielBulls que pase rapido la semana 🙏🏻
661734107790123008***,***@DaniielBulls ya no💔 ajsjdjsjjs
661733819830165504***,***@DaniielBulls nah ya no lo unico que quiero ahora es fds
661733466330046464***,***Odio que la bateria se vaya tan rapido en los iphoneeeeee
661733316807270400***,***@DaniielBulls JAJSJSJSJSJSJ  😹
661733100985143297***,***@DaniielBulls JAJSJSJSJSJS ah esperar al otro miercoles JAJSJSJSJSJ
661733007552851968***,***@beasyouare_  JAJAJS si😍😍💟
661732818423316480***,***Y que la clau se ponga celosa
661732719886512128***,***Me encanta el saludo que tenemos con la isa❤
661732572477693952***,***RT @_opazoo_: YO:👸TU: 🐧
661732200023531520***,***Que es odioso este hombreeee
661727398107435009***,***Todavia no dejo de reirme 😹
661718434267402240***,***Que es malaaaaa
661712425385897984***,***Quiero torta amor🙄
661708478566764544***,***@eileen_atorres @fer15_rodriguez mis amores💋
661708194801143809***,***@fer15_rodriguez no jamas que es eso
661707465113907200***,***@eileen_atorres @fer15_rodriguez muy bien😚❤
661707314106392576***,***Hablo la borracha
661707211723378688***,***@fer15_rodriguez @eileen_atorres  creo que esto de celebra si o si
661704979103817728***,***RT @callmequeenbw: Me desagrada tanto la gente amargada😡😡😡😡
661703759345655808***,***RT @eileen_atorres: Tengo la caga en mi vida pero ahi siempre con mis amigos😌
661703282117726208***,***RT @eileen_atorres: No me impresiona na ¯\_(ツ)_/¯
661696144976846848***,***RT @jaavicruces: no quiero + clases
661692013939658753***,***🙃🙃🙃🙃
661690936750116864***,***Lechuga ql aweonao JAJAJ
661690488454586368***,***@eileen_atorres nuuu para el jueves wna😔😔😔
661690352781410304***,***@eileen_atorres prueba😞
661689820893327360***,***Tengo que estudiar matematicasss una pajita😛
661688956434653184***,***RT @HeartOfTw2k15: Algunos tienen dinero, otros belleza, otros suerte en la vida. Yo tengo hambre.
661688564078497792***,***Rayoss
661687881019334657***,***Pensadolo bien no se que hare sin la trastorna de la clau 😔
661687734399049729***,***@fuckingcrazy74 yo te extranare toda mi vida💔💔
661687438205652993***,***Ahora amo a la miss yari💋
661687290406785024***,***Que pase luego la semana qlaaaa
661687036030623744***,***Me quede dormida por unos minutos jajsjss
661686888693149696***,***Felicidad max 😍
661686418884960256***,***Soy mas pajera que la chucha
661685424063193088***,***JAJAJAJAJSJAJJSJS😹
661684542391066624***,***RT @fer15_rodriguez: A esta mina le encanta comerse las babas de las otras wnas
661673349488201728***,***Que risaaaa
661671481596911616***,***RT @nataliarosaints: Nada mas paja que un mino poco apanador
661663872722538496***,***RT @LauraSofia_CG: Mis dias consisten en dormir y estudiar 😪
661655861115363328***,***Extrano a la negra
661655176294637568***,***Mg mucho esta carita🤔🤔
661654565289394176***,***@eileen_atorres  AJAJAJAJ ella no va a saber..😚
661654130600091648***,***Que somos jotes con las eileen JAJSJKSJS la amo
661654053835902976***,***@eileen_atorres wachito😏😏😏
661653610191831042***,***@eileen_atorres  siiii😏😏😏🤔🤔🤔🤔🤔😏
661650670072766464***,***Que era lindo el ninito que sento conmigo x la chucha😶
661641119923597316***,***RT @callmequeenbw: si tu comes calla, tambien como callao, seguimos comiendonos los dos
661592481000214528***,***@eileen_atorres 😚😚😚💋
661591469870981120***,***@eileen_atorres  que linda eres tu 👆🏼
661590795951190016***,***Que loco
661589090454794240***,***Bu la dani💔
661588697393987584***,***Que la cagaaaaa esta mina
661586229092294656***,***@SofiaVegaContre ahora ya😚
661586017472929792***,***@SofiaVegaContre te extrano muxo 🙄
661585844751437824***,***Tu y tu y tu y solamente tuuuu
661584841100627968***,***😏😏😏
661582331942191104***,***Tengo hambre quiero mi house
661581940382900224***,***Este wn sube como 20 fotos en un minuto ajskdk
661580988955369473***,***Puro que los amoooo
661580926703529987***,***Me quiero puro ir
661580863885475840***,***Que lindo se ve con corazones
661580581742972928***,***Que hace caloooor
661366141642764288***,***RT @PedritoEngel: #Tauro saque provecho de lo que la vida le da. Si le dan, estrujalo y dejelo seco, no sabemos si manana la coneja tendra …
661363031146909700***,***3%🤔
661362866642096128***,***Quiero sushiiiiiii😩😞
661362275077521408***,***Es hora de su tuto
661362036320903168***,***Tengo dms sueno😴😷
661361892733112322***,***😾😾😾
661360352848834560***,***Que paja
661360081389428736***,***RT @ivana_cid: necesito un abrazo 🤔🤔
661354206700400640***,***Estoy chataaaa quiero vacaciones luego😬🏊🏻
661353608265539584***,***@Camilabgp_ JAJSJSJS tonta qla jajsjdksjs
661353382544842752***,***Lo unico que quiero es meterme luego a la wea para distraerme
661351737266163712***,***RT @conibhc: No quiero ir + a clases este ano, esa es la verdad
661350320879099906***,***Quiero cocadasss
661350183767289856***,***RT @bcnegro11: De verdad es todo mejor cuando ya no te importan puras hueas
661349978435149825***,***Hace frio🙄
661343311425380352***,***🤒🤒
661341933164478464***,***RT @_belencilla__: No nos digamos mentiras,todo tiempo pasado fue mejol
661339565584744448***,***RT @SofiaVegaContre: Soy tan mamona, no me imagino una vida sin mi mama 👩‍❤‍👩💘
661292585126858753***,***RT @Pelu7_bg: #AntesDeMorirQuisiera tirarme en paracaidas!
661183154015850497***,***RT @SofiaIgnaciaSM: Que humillante cuando todos saben que te cagaron, menos tu.
661139216622100480***,***No quiero test porfa☹
661139152239464448***,***Que a mi me matas con eso
661139084312748032***,***Mueve tu cuerpo que yo se Que lo tuyo es el baile
661138538235326464***,***Baby tu me gustas te gusto me buscas y yo salgo a tu encuentro
661021758967914497***,***Dormire💤
661021366913785860***,***Ajjsjs horita y estoy comiendo nalca
661018462949634049***,***RT @susanmonserratG: Amo los labios gruesos en los hombres 😍😍😍
661014699979505664***,***RT @iShadowFiend23: Yo los domingos : http://t.co/j1MjJOy9uU
661014634158292992***,***RT @Gaabi_vodkachai: a mi no me importa lo que piensan de mi😹😹
661013473321689088***,***Buuuuu se me apago el compu de la nada y estaba super metida en la wea
661013187643514880***,***Se noto poco aweonao ql
661013053677436928***,***@Gaabi_vodkachai JAJSJJSSJ muneca qla
661012792208695297***,***@eileen_atorres  jsjsjsjsjsjsjsjsj  🤔
661012648717365248***,***@eileen_atorres  jajajsjsjsjs me ah pasado peores weas ya
661012281048875008***,***RT @eileen_atorres: Quiero ir a acampar ⛺
661012255065169920***,***Tocaron la puerta de mi pieza y no hay nadie en esta casa 🤔
661011811769167873***,***RT @YolandaSultanaH: TAURO: Debe sacar la mayor cantidad de fuerza interior para afrontar lo que esta por venir. No desaproveche las condic…
661003977342001153***,***RT @_cbjvlc__: YOOOO SIOSIIIII😂😂😂😂😂 https://t.co/k3cdSFnDI2
661003695824457728***,***@fer15_rodriguez nahhhh JAJSJS te amo sksksj
661003504694202369***,***@_fritzp hermosa😍❤
661003253136666624***,***@fer15_rodriguez Me acorde cuando me dio la wea y te asuste con un cuchillo jajsjs
661003075486896128***,***RT @burgsjav: El ano paso 💨
661002303135203328***,***@fer15_rodriguez mjr ser diferente ajsjsjdjsjjs
661002202320912388***,***Tengo sueno wn
661002091679338496***,***@fer15_rodriguez jajsjs yo no soy rara como tu..
661001749566722048***,***Fernanda qla cuando esta aburrida hace weas tan raras
661001614040424449***,***@fer15_rodriguez ohh yo tmb ctm jajajjsjsjs
661001198472978433***,***@fer15_rodriguez yo no miento
661000553619660800***,***@fer15_rodriguez  nqv nanita
660999954375249921***,***Fernanda que jote por dios
660996948586078208***,***@eileen_atorres @fer15_rodriguez ctm las amo JAJAJSJ
660996470150144000***,***@fer15_rodriguez @eileen_atorres  martes po la wna borracha JAJAJAJAJA
660996245410959360***,***RT @eileen_atorres: @fer15_rodriguez @_china14 no falta la rodriguez de vamos a las panderetas?
660996183612071936***,***@fer15_rodriguez @eileen_atorres  yo no tomo queridas
660996018872442880***,***Quiero fds JAJSJSJ
660995931987386368***,***@eileen_atorres @fer15_rodriguez  JAJAJAJJAJAJSJSJSS CTM
660995762067800064***,***@eileen_atorres @fer15_rodriguez  yo tmb de hecho no se que  es tomar
660995488653684736***,***@fer15_rodriguez @eileen_atorres  eso no lo supersre nunca JAJAJAJAJAJ
660995210919432192***,***Mentirosa nms
660995097207656448***,***@fer15_rodriguez @eileen_atorres  que la cago JAJSJSJSJSJKSS
660994915623673856***,***@eileen_atorres @fer15_rodriguez  bai
660994847994716160***,***Bai
660994599259885568***,***@fer15_rodriguez @eileen_atorres malditas las odio
660994318036025344***,***@eileen_atorres @fer15_rodriguez MALDITAAA ES MENTIRAAAA
660994203418288128***,***Eso es mentira
660994118781435904***,***@eileen_atorres @fer15_rodriguez mentira
660993765130174464***,***@fer15_rodriguez  queria mi face el chistoso.. 😏
660992797873410048***,***RT @floromeroo: Quiero vacaciones ahora ya😭
660992674690949120***,***Paso tan rapido el fds pqpqpq😔
660992267461763072***,***Oye que me entrege la corbata porfa...
660991758776606720***,***Que verguenza😶
660991256823209984***,***Mg la foto de insta nms skksdk
660991063147061248***,***Y me reta la maldita ajsjks
660988924114939904***,***RT @vicabelu: quiero ver una pelicula de amor, el problema es q me las he visto todas
660981219727974400***,***@fer15_rodriguez @eileen_atorres  graciad gracias😘💋
660980926688686080***,***@eileen_atorres  JAJAJSJSJSJSJS❤
660980543744528384***,***JAJAJAJAJAJSJSJKS CTMMM https://t.co/DR0wmmlZqT
660978348697509888***,***RT @maririverosb: Odio que el sushi no abra los domingos 😢
660976301097000960***,***RT @constanzarios: Doy en adopcion a estos dos leoncitos ☺ https://t.co/qxLuTszHeo
660975938503618562***,***@eileen_atorres ya ctm
660975788016168960***,***@eileen_atorres  llega luego ctm
660975622848647169***,***Estoy pega con sorry
660975547472855040***,***Mg ver con la cami la rosa de guadalupe JAJSJS o bailar ajjsjd
660974956491251714***,***Extranaba hablar con el seba ajsjjs
660971359040872448***,***Tu cantas yo bailo JAJAJAJ 👭💟
660963477931036672***,***RT @JavieraSR15: que pena tu vida, de verdad.
660963416249671681***,***RT @CamiDelgado: Wea tuya, pero despues no wei si no te pesco
660954758279208960***,***Estoy profundamente enamorada de nick jonas ❤
660568370358693888***,***RT @SofiaVegaContre: como quisiera fumarme un leno contigo
660502518858936320***,***Me duele la cabezaaa wnn🙄
660308182028435456***,***@beasyouare_ HAJSJSJSJS OJALA NANITA OJALA SKSKSJSK duerme wawaa❤💋
660305245398896640***,***Ojala nadie sepa lo del vestidoo ajjaja
660304560909656064***,***@beasyouare_  te amo muxo
660301454507417600***,***Tutito rico💤
